id,extractor,source,statement,subject,verb,effect,object,effecttype,own_precision,own_out_of_context,own_comment
655341,starcon_noLinking,debate.org,"The individual is in control of production and pricing, and can cater this to suit market forces, as opposed to communism, in which the society determines the means of production and distribution of resources.",society,determine,0.2,means of production and distribution of resources,positively,,,
1395217,starcon,debate.org,The Illuminati saw the plot ahead of time and to prevent Hitler's assassination they planned 9/11.,illuminati,see,0.466666666667,plot,positively,-2,,
500814,starcon_noLinking,debate.org,"The ideology comes in when materialists make claims such as ""We don't need God to explain this"".",materialists,make,0.466666666667,"claims such as ""we don't need god to explain this""",positively,,,
1502149,starcon,simple_wikipedia,"The hospital lets people in to look around, once every two years.",hospital,let,0.4,people,positively,0,,
1149630,openie,simple_wikipedia,The heads of government of each G8 country attend the summit meeting.,heads,attend,0.533333333333,summit meeting,positively,1,n,
969484,openie,debate.org,The government refuses your right to refusal (irony not intended) and pushes the law forward because they feel like you cant make the decision for yourself.,government,push,-0.4,law,negatively,-2,,
1433698,starcon,debate.org,The gov't forbidding stores from being open on Sunday.,gov't,forbid,-0.533333333333,stores,negatively,2,y,
799597,starcon_noLinking,simple_wikipedia,"The following joke from ""Plato and a Platypus Walk Into a Bar"" illustrates the point: ""An old cowboy goes into a bar and orders a drink.","following joke from ""plato and a platypus walk into a bar",illustrate,0.466666666667,point,positively,,,
1401165,starcon,debate.org,The first amendment categorically prevents the state from forcing a religion on you or keeping you from your religion.,first amendment,prevent,-0.6,state,negatively,2,y,
410228,starcon_noLinking,debate.org,"The fetus gets its nutrients from the placenta, while the baby, after conception, gets it from the mothers breasts.",fetus,get,0.266666666667,its nutrients,positively,,,
533395,starcon,debate.org,The fact that it was wrong of theaters to prohibit women from being apart of there play's is a seperate issue from the debate resolution 'Is Acting really an Art?',theaters,prohibit,-0.733333333333,women,negatively,1,,!
397564,openie,debate.org,The fact that evil exists allows us to understand it and debate it.,our,understand,0.333333333333,burden of proof,positively,-2,,
1392203,starcon,debate.org,"The fact that a being who is omnipotent and wholly good would have the power to, and the desire to allow people to come to the path of salvation without incurring evil on innocents.",desire,allow,0.866666666667,people,positively,0,,
976797,openie,debate.org,The enchantress knew that the only way the Beast would find true love would be for him to become a good person on the inside and meet someone who would realize it.,him,meet,0.266666666667,someone,positively,-2,,
1230826,openie,simple_wikipedia,"The effect is to assort (shuffle) the alleles on parental chromosomes, so that the gametes carry ""combinations"" of genes different from either parent.",gametes,carry,0.2,combinations,positively,-2,,
1460194,starcon,debate.org,The DP is morally justified and often is required in order to ensure justice prevails.,order,ensure,0.8,justice,positively,-2,,
281373,starcon_noLinking,debate.org,"The DOJ released ""White Papers"" which illustrate how constitutional ideals mean nothing when there is a potential threat to national-security [3].",doj,release,0.533333333333,"""white papers""",positively,,,
554710,starcon_noLinking,debate.org,The controversy has split the aconomy community in two and brought the construction of the telescope to a grinding halt.,controversy,split,-0.6,aconomy community,negatively,,,
693458,starcon,debate.org,The conjoined twins are arrested; Harold tells authorities he simply hates people and wishes to harm as many individuals as he can.,harold,tell,0.733333333333,authorities,positively,-2,,
1505760,starcon,simple_wikipedia,"The company also produces novels based on some of their more popular comic book titles, including ""Aliens"" and ""Predator"".",company,produce,0.6,novels,positively,2,n,
1449207,starcon,debate.org,"The companies cut wages, they improve service quality, get more cut mores, get more profits, lower service prices to benefit consumers, and raise wages because they can afford it.",companies,cut,-0.666666666667,wages,negatively,2,y,
1411407,starcon,debate.org,The Cold War was about saving Europe from the Soviet Union.,cold war,save,0.466666666667,europe,positively,2,y,
13144981,starcon,simple_wikipedia,"The character of Donna was not originally going to be written into ""EastEnders"" as a disabled character, but Hammond impressed bosses at her audition, and was awarded the part.",hammond,impress,0.666666666667,bosses,positively,2,n,
647714,openie,debate.org,"The Central Bank of Metropotamia governs monetary policy, and issues guidelines to the regional governments for fiscal policy.",central bank,govern,0.333333333333,monetary policy,positively,2,y,
1497400,starcon,simple_wikipedia,The Catholic Church celebrates seven sacraments.,catholic church,celebrate,0.533333333333,seven sacraments,positively,2,y,
274959,starcon,debate.org,"The BOP will reside on me proving, that if the Taliban were to be considered terrorists, then the United States would also have to be considered terrorists.",united states,consider,0.333333333333,terrorists,positively,-1,,
777642,starcon_noLinking,simple_wikipedia,The book includes 36 short essays predicting the consequences of global warming.,book,include,0.666666666667,36 short essays predicting the consequences of global warming,positively,,,
779251,starcon_noLinking,simple_wikipedia,"The book got good reviews from critics, and it was included in ""The New York Times""' 100 Most Notable Books of the Year, as well as winning the Orange Prize.",book,get,0.266666666667,good reviews,positively,,,
229044,openie,debate.org,"The Bible encourages us to ""choose life . . . by listening to [God""s] voice,"" that is, by choosing to obey his commands.",bible,choose,0.333333333333,life,positively,2,y,
1422988,starcon,debate.org,The best way to keep a secret is to involve as few people as possible.,best way,keep,0.2,secret,positively,-2,,
345487,starcon_noLinking,debate.org,"The BCRA banned federal political parties and officeholders from soliciting, receiving, directing, transferring, or spending soft money, as unregulated soft money could be used unethically in elections and cause political corruption.",bcra,ban,-0.866666666667,federal political parties and officeholders,negatively,,,
1506992,starcon,simple_wikipedia,The band supported the album with a tour of the United States as well as its first overseas tour.,band,support,0.933333333333,album,positively,2,?,
12931203,starcon,simple_wikipedia,"The album also won a Grammy Award for ""Best Mexican American Album"".",album,win,0.4,grammy award,positively,-1,,
1010572,openie,debate.org,"The actual harm of these is very low (excepting very rare circumstances, your nudity will not maim or kill), but the purpose of politeness is not to prevent actual harm but rather to create a ""common ground"" by which people in a society may interact on an equal and comfortable level.",harm,create,0.333333333333,ground,positively,-2,,
567582,starcon_noLinking,debate.org,The ability to retire comfortably provides encouragement to work harder.,ability to retire comfortably,provide,0.466666666667,encouragement,positively,,,
1490297,starcon,debate.org,The 13th Amendment abolished slavery.,13th amendment,abolish,-0.8,slavery,negatively,2,y,
849054,starcon_noLinking,simple_wikipedia,"That song hit #1 on the ""Billboard"" Hot 100.",that song,hit,-0.733333333333,#1,negatively,,,
1419934,starcon,debate.org,"That is, the Bible was written for Christians and it takes an overall negative view of slavery, though it doesn""t directly outlaw slavery.",t,outlaw,-0.666666666667,slavery,negatively,-2,,
1092420,openie,debate.org,Thank you to Balacafa for accepting this debate and thank you to the voters who are giving up their time to make an impartial decision for this debate.,debate,thank,0.733333333333,you,positively,-2,,
367762,starcon_noLinking,debate.org,"Tens of millions would lose their jobs when Apple, Gateway, and hundreds of other American companies leave.",tens of millions,lose,-0.466666666667,their jobs,negatively,,,
1422512,starcon,debate.org,Sweat provides homeostasis.,sweat,provide,0.466666666667,homeostasis,positively,2,y,
1492114,starcon,debate.org,"Susan B. Anthony and Elizabeth Cady Stanton deliver over 100,000 signatures to U.S. Senate supporting Republicans' plans for constitutional amendment to ban slavery",constitutional amendment,ban,-0.866666666667,slavery,negatively,2,y,
101615,openie,debate.org,Such laws are usually controversial and may violate the separation of church and state concept.,laws,violate,-0.733333333333,separation,negatively,2,n,
50809,starcon_noLinking,debatepedia,"Still, the rapidly improving conditions should allow U.S. commanders to make some welcome adjustments -- and it ought to mandate an already-overdue rethinking by the 'this-war-is-lost' caucus in Washington, including Sen. Barack Obama (D-Ill.).",rapidly improving conditions,allow,0.866666666667,u.s. commanders,positively,,,
485017,openie,debate.org,"STEP ONE: evolution adds a part, a top stone.",evolution,add,0.466666666667,stone,positively,2,n,
1102934,openie,debate.org,"Speaking of logical fallacies, my opponent has argued here that slippery slope will lead us down the path of doom.",slope,lead,0.466666666667,us,positively,-2,,
1378215,openie,simple_wikipedia,"Sometimes, the word is used to describe different things.",word,describe,0.333333333333,things,positively,-1,,
1191841,openie,simple_wikipedia,Some people had tried to change the government in 1965 and Suharto said Indonesian Communists and their friends in the PRC had done it.,people,change,0.466666666667,government,positively,0,,
452517,starcon_noLinking,debate.org,"Some people display great lyricism, others spew pure banality.",some people,display,0.266666666667,great lyricism,positively,,,
1570105,openie,debate.org,Some consider abortion to be murder since the being inside the mother is living.,some,consider,0.333333333333,abortion,positively,-2,,
12931240,starcon,simple_wikipedia,"Some British officers went to Canada, fearing that the Americans would invade Canada.",americans,invade,-0.666666666667,canada,negatively,1,y,
1130070,openie,simple_wikipedia,"Soft determinism (or ""compatibilism"") tries keep determinism, but still claims that free will is possible.",compatibilism,keep,0.2,determinism,positively,2,y,
152685,starcon_noLinking,debate.org,"So, women are fighting men's battles, I see.",women,fight,-0.333333333333,men's battles,negatively,,,
319813,starcon_noLinking,debate.org,"So, I will let Pro start his opening argument.",pro,start,0.733333333333,his opening argument,positively,,,
1396360,starcon,debate.org,"So, even if God were to permit Jesus to break the Old Law, technically, it would still be a sin just with no punishment.",god,permit,0.666666666667,jesus,positively,2,?,
921048,openie,debate.org,So while you do learn some specifics about philosophy the golden part of it is that it can teach you broader skills that can be applied to other area.,it,teach,0.533333333333,skills,positively,2,n,
472791,openie,debate.org,So the pro tries to ban gay marriage because having a particular sexual leaning is un-fair to the populous…,tries,ban,-0.866666666667,marriage,negatively,-2,,
317766,openie,debate.org,So I urge a vote in con.,i,urge,0.533333333333,vote,positively,2,n,
1411032,starcon,debate.org,So I guess surgeons are violating the oath as well.,surgeons,violate,-0.733333333333,oath,negatively,2,y,
217392,openie,debate.org,"So for those who believe that the owner(s) did this are most likely wrong, unless of course the said owner(s) of the website did fake a seizure warrant and broke the law.",owner,break,-0.6,law,negatively,2,n,
649623,starcon_noLinking,debate.org,Smoking and Fires  Pro said that smoking can create fires.,smoking,create,0.333333333333,fires,positively,,,
1474915,starcon,debate.org,"Slowing overpopulation will stall natural selection; therefore, removing disability checks slows down natural selection; therefore, said checks support natural selection by supporting overpopulation.",checks,support,0.933333333333,natural selection,positively,2,n,
13146899,starcon,simple_wikipedia,"Since the current government is a minority government, the election can happen before the scheduled date if the Governor General of Canada dissolves Parliament or at the recommendation of the Prime Minister of Canada for a snap election.",governor general of canada,dissolve,-0.8,parliament,negatively,2,y,
685808,starcon_noLinking,simple_wikipedia,"Since it is not understood, many people criticize people with depression for not helping themselves.",many people,criticize,-0.8,people,negatively,,,
714996,starcon,debate.org,"Since gay marriage was never stated in the Bible to pertain to law, unlike the other commands, God would adamantly hold gay marriage as immoral to this day.",god,hold,0.4,gay marriage,positively,-2,,
1499247,starcon,simple_wikipedia,"Silicon looks like a metal, but cannot do everything that a metal can, like conduct electricity well.",metal,conduct,0.733333333333,electricity,positively,2,y,
1262448,openie,simple_wikipedia,She won the title back a week later in a rematch and became a two time champion .,she,win,0.4,title,positively,-1,,
12942733,starcon,simple_wikipedia,She resigned in order to support Senator Bernie Sanders for the 2016 Democratic presidential nomination.,order,support,0.933333333333,senator bernie sanders,positively,-2,,
12936348,starcon,simple_wikipedia,"She had several hit singles, including ""Love Makes a Woman"".",love,make,0.466666666667,woman,positively,1,y,
1287652,openie,simple_wikipedia,She defied Odin and in punishment he imprisoned her within a ring of fire on earth.,odin,defy,-0.466666666667,odin,negatively,-2,,
1316492,openie,simple_wikipedia,"She also wrote weekly articles for ""The Living Way"" weekly newspaper under the pen name ""Iola.""",she,write,0.4,articles,positively,2,n,
615573,starcon_noLinking,debate.org,"Several well-known effects include swimmer's ear (when water remains in one's ear for an extended period of time, causing the bacteria to grow and cause an infection), and athlete's foot, which I shall not waste time describing, for one is daft if unaware of this ever-so-common fungal infection.",several well-known effects,include,0.666666666667,"swimmer's ear (when water remains in one's ear for an extended period of time, causing the bacteria to grow and cause an infection), and athlete's foot, which i shall not waste time describing",positively,,,
809686,starcon_noLinking,simple_wikipedia,"Several cities were destroyed, Assyria lost northwestern cities which were reconquered by Tiglath-Pileser I after his ascension to kingship.",assyria,lose,-0.466666666667,northwestern cities which were reconquered by tiglath-pileser i after his ascension to kingship,negatively,,,
335140,openie,debate.org,"Secondly, I would like to address the fact that God is extremely kind because according to what is written in the bible, taken as the word of the Lord, it is a rude, cruel and prejudiced being, and I refer to the biblical history of the destruction of Sodom and gomorrah where god destroyed two cities because they lived there homosexuals, it is something extremam.",i,address,0.533333333333,fact,positively,-1,,
1413318,starcon,debate.org,"Second, it isn't the only example I used, I also provided evidence that IP law has discouraged innovation in the pharmaceutical industry.",ip law,discourage,-1,innovation,negatively,2,y,
526629,starcon_noLinking,debate.org,"Second off, Guns Assist Suicide.",guns,assist,0.933333333333,suicide,positively,,,
1448132,starcon,debate.org,"Scenario 2: In order to stop the phone from ringing, you press the ""Ignore"".",order,stop,-0.466666666667,phone,negatively,-2,,
593456,openie,debate.org,"Scarlet Witch is rumored to have mind-controlling abilities, I NEED to watch Avengers 2.",i,watch,0.333333333333,avengers,positively,-2,,
1487535,starcon,debate.org,Say there is a storm Nancy is selling gasoline.,nancy,sell,0.2,gasoline,positively,-1,,
776472,starcon_noLinking,simple_wikipedia,Samael plays an important role in the central plot of the first Darksiders title.,samael,play,0.266666666667,important role,positively,,,
66616,starcon,debatepedia,"Russia's intervened in South Ossetia to protect Russians from Georgia's hard-handed military intervention in South Ossetia, which resulted in a significant humanitarian crisis.",south ossetia,protect,0.866666666667,russians,positively,-2,,
1302023,openie,simple_wikipedia,Runaway turned mountain man.,runaway,turn,0.2,mountain man,positively,0,,
1153682,openie,simple_wikipedia,"Rowling then introduces the main character, Harry Potter, a little baby boy who is left on the doorstep of his aunt and uncle by an old wizard with a long white beard.",rowling,introduce,0.933333333333,baby boy,positively,2,?,
277540,starcon_noLinking,debate.org,Round 1 is for con to accept my debate request,con,accept,0.466666666667,my debate request,positively,,,
558447,starcon_noLinking,debate.org,"Rotation of the motor converts ADP molecules plus phosphate into the cell's fuel, ATP.",motor,convert,0.666666666667,adp molecules plus phosphate,positively,,,
1031982,starcon,debate.org,"Retribution     ""  We threaten punishments in order to deter crime.",retribution,threaten,-0.733333333333,punishments,negatively,-2,,
67142,starcon_noLinking,debate.org,Resolved: The United States should value the pro-life stance above the pro-choice stance.,united states,value,0.666666666667,pro-life stance above the pro-choice stance,positively,,,
1445078,starcon,debate.org,RESOLUTION:   Recycling helps the enviroment!,recycling,help,0.933333333333,enviroment,positively,2,y,
13145359,starcon,simple_wikipedia,Rerum novarum argued for the establishment of a living wage and the right of workers to form trade unions.,workers,form,0.666666666667,trade unions,positively,2,y,
1453855,starcon,debate.org,"Religion made schools, hospitals, told people right from wrong and stabilized functioning working societies that lasted hundreds of generations.",schools,tell,0.733333333333,people,positively,-2,,
1391515,starcon,debate.org,Rebuttal 12  : The main basic idea from the quotes that my opponent in this attack point is that homosexual marriage destroys heterosexual marriage although the statistic that he gives only shows the correlation but not the causation and no explanation of the lurking variables or the methodology used in order to take this sample.,homosexual marriage,destroy,-0.866666666667,heterosexual marriage,negatively,2,y,
928353,openie,debate.org,"Rather, you have made this a debate where you make a claim and then ask me to refute it.",you,make,0.466666666667,claim,positively,2,n,
1394656,starcon,debate.org,Rabbi Akiba at the time of his martyr's death quoted the Shema,rabbi akiba,quote,0.4,shema,positively,1,y,
632729,openie,debate.org,"Prof. Dale Murray argues that universal healthcare would grant, ""freedom from financial and care-giving burdens placed""by the uninsured, lower absenteeism, and more reliable productivity from a workforce that can access basic health services.",universal healthcare,grant,0.533333333333,freedom,positively,2,y,
313387,starcon_noLinking,debate.org,"Pro: Wang Yi, an expert in Chinese development and a published author, has demonstrated that the transition to a market economy has created a huge environmental crisis in China, and that government regulation is needed to curb these problems.",transition to a market economy,create,0.333333333333,huge environmental crisis in china,positively,,,
122705,starcon_noLinking,debate.org,"Pro said, ""if Con lived in ancient Rome were slavery was widespread and accepted (2), and Con owned slaves, and Con's neighbors owned slaves, then Con would conclude that, since we all live by the same moral standard, i.e. slavery is moral"".",con's neighbors,own,0.266666666667,slaves,positively,,,
1490083,starcon,debate.org,"Princeton University defines terrorism as ""the calculated use of violence or the threat of violence against civilians in order to attain ideas that are political or religious.""",princeton university,define,0.533333333333,terrorism,positively,-1,,
704710,starcon_noLinking,simple_wikipedia,President Gerald Ford chose Dole as his running mate in the 1976 election after Vice President Nelson Rockefeller did not want to continue being Ford's vice president.,president gerald ford,choose,0.333333333333,dole,positively,,,
609347,openie,debate.org,Preemptive means we initiate action to prevent a possible future action against us.,means,initiate,0.533333333333,action,positively,-2,,
822796,starcon_noLinking,simple_wikipedia,"Popular source ports include Boom, PrBoom, PrBoom+, Zdoom, and Chocolate Doom.",popular source ports,include,0.666666666667,"boom, prboom, prboom+, zdoom, and chocolate doom",positively,,,
1498534,starcon,simple_wikipedia,Poland's situation was not good and the politicians argued a lot.,politicians,argue,0.266666666667,lot,positively,-2,,
110056,openie,debate.org,Please research your facts before you state them.,your,state,0.733333333333,them,positively,-2,,
59987,starcon_noLinking,debate.org,Personally I think that Brandon should get the death penalty...thats just me...,brandon,get,0.266666666667,death penalty,positively,,,
34687,openie,debate.org,Personal bankruptcy was designed to relieve a person of unsecured debt.,bankruptcy,relieve,0.266666666667,person,positively,2,n,
12941149,starcon,simple_wikipedia,"Pepin left the kingdom to his two sons, Charles and Carloman.",pepin,leave,-0.2,kingdom,negatively,-2,,
1402177,starcon,debate.org,People make time to go to a cricket game.,people,make,0.466666666667,time,positively,-1,,
645956,starcon_noLinking,debate.org,"People make mistakes, but there is no sense in letting people die because of that.",people,make,0.466666666667,mistakes,positively,,,
1043563,openie,debate.org,"People cannot cope with it, and create their own realities.",people,create,0.333333333333,realities,positively,2,y,
800449,starcon,debate.org,"PB allows prosecutors to use common sense, and expert advice, to see if rehabilitation, probation, or a smaller sentence would benefit society more than just unfairly damning the accused.",pb,allow,0.866666666667,prosecutors,positively,2,y,
1396808,starcon,debate.org,Paul introduced the world to the idea that man is lost from birth.,paul,introduce,0.933333333333,world,positively,1,n,
467745,starcon_noLinking,debate.org,P2 confirms both F(K) and F(K+1).,p2,confirm,0.666666666667,both f(k) and f(k+1),positively,,,
346964,starcon_noLinking,debate.org,"Otherwise, I'd ask Pro to concede that religion regards homosexuality to be a sin, and therefore, immoral.",religion,regard,0.466666666667,homosexuality,positively,,,
1236713,openie,simple_wikipedia,"Other famous burials include Prime Minister Stanley Baldwin (1867–1947), Bishop of Worcester John Gauden (1605–1662) and Richard Edes (d.1604), a chaplain to Elizabeth I and James I.",burials,include,0.666666666667,prime minister stanley baldwin,positively,-2,,
160100,openie,debate.org,Osama admitted it himself      http://www.pbs.org...,osama,admit,0.666666666667,it,positively,1,n,
324892,openie,debate.org,"Or maybe during the industrial revolution, when instead of the textile industry needing an absurd amount of labor to create a small amount of clothing, a machine could make it with 50 times the production speed of a human.",amount,create,0.333333333333,machine,positively,-2,,
1110929,starcon,debate.org,"Only three states currently have ""permanent"" disenfranchisement of convicted felons, and again even in those cases the ex-con retains the ability to recover the right to vote through petitioning the court, if they so choose.",ex-con,retain,0.266666666667,ability,positively,-1,,
16594,starcon_noLinking,debatepedia,Online relationships let students in need reach out.,online relationships,let,0.4,students in need reach,positively,,,
564178,starcon,debate.org,"One could say: well, God made free will, so God is culpable.",god,make,0.466666666667,free will,positively,2,y,
1340160,openie,simple_wikipedia,"On the TLC pre-show, Buddy Murphy beat Cedric Alexander to keep the WWE Cruiserweight Championship.",cedric alexander,keep,0.2,wwe cruiserweight championship,positively,-2,,
1401498,starcon,debate.org,"On the surface, this seems like a great way for the government to ""fight gun crime"", but at the same time restricts the privacy of the law-abiding citizens who own guns.",government,fight,-0.333333333333,gun crime,negatively,2,y,
12937271,starcon,simple_wikipedia,"On September 21, 2010, it was confirmed that Carla Gugino joined the cast as Tom's ex-wife Amanda Popper.",carla gugino,join,0.533333333333,cast,positively,1,n,
13147532,starcon,simple_wikipedia,"On June 4, 2021, Lil Baby released his collaborative studio album with Lil Durk, ""The Voice of the Heroes"".",lil baby,release,0.533333333333,voice of the heroes,positively,2,y,
507086,starcon_noLinking,debate.org,"On each argument, the decision of who won that point and why does not require any input from voters.",decision of who,win,0.4,that point,positively,,,
653374,openie,debate.org,"Ok, ISIS and Boko Haram are creations of the CIA to find an excuse to fight the Muslim world.",excuse,fight,-0.333333333333,world,negatively,1,n,
332378,openie,debate.org,Oh I forgot the prophet of Allah is beyond rules and regulations (pun intended),i,forget,-0.466666666667,prophet,negatively,-2,,
87519,starcon,debate.org,"Often times, the residents hate the staff greatly.",residents,hate,-0.6,staff,negatively,2,y,
1414078,starcon,debate.org,"Of course, similar disparity in family background will still exist regardless of the type of education system, but I argue that public schools, with adequate sources, can create a learning environment to foster student success.",public schools,create,0.333333333333,learning environment,positively,2,y,
773443,openie,debate.org,"Obamacare does nothing to reduce any of those emergencies, and Con says 85% of the patients are true emergencies.",nothing,reduce,-0.4,any,negatively,-2,,
98816,starcon_noLinking,debate.org,Obama inexcusable repeated the nonsense about a video long after it was known to be false.,obama inexcusable,repeat,0.466666666667,nonsense,positively,,,
1488614,starcon,debate.org,"Nuclear weapons promote my value in this round,   national security  , further explained in my first contention.",nuclear weapons,promote,0.733333333333,national security,positively,2,y,
1514907,starcon,simple_wikipedia,NPR allows people to hear the rec.,npr,allow,0.866666666667,people,positively,2,?,
708185,openie,debate.org,"Nowhere in the Constitution, does it require state to fill a vacancy with the candidate who holds the lead in a recount process.",state,fill,0.266666666667,vacancy,positively,-1,,
683605,starcon_noLinking,debate.org,"Now, the biggest problem with the pre crime system, I will call the Slave to Fate argument.",biggest problem with the pre crime system,call,0.266666666667,slave,positively,,,
89238,starcon_noLinking,debate.org,Now my opponent defends this statement by alluding to the PSR.,my opponent,defend,0.666666666667,this statement,positively,,,
1185030,openie,debate.org,"Now in the case of B, this vessel of energy set the motions for man to develop (that on paper is tech.",vessel,set,0.533333333333,motions,positively,0,,
957132,openie,debate.org,"Now I like to go back to what I said about probably, and also mention the index card theory.",i,like,0.4,to go,positively,-2,,
1015925,openie,debate.org,Now I agree that school has enough blocked website.,school,block,-0.466666666667,website,negatively,1,y,
364373,starcon_noLinking,debate.org,Notes  I will prepare my rebuttals to con's points next round due to my time constraint.,notes,prepare,0.733333333333,my rebuttals,positively,,,
1198706,openie,simple_wikipedia,"Notable areas of upland moorland in Britain include the Dark Peak, the Forest of Bowland, the Lake District, the Pennines, Mid Wales, the Southern Uplands of Scotland, the Scottish Highlands and a few very small pockets in western Herefordshire.",areas,include,0.666666666667,forest of bowland,positively,-2,,
396698,starcon_noLinking,debate.org,"Not only is it unlikely that that everything can be moved to the United States, costs would be raised, profits would hit the ground, and the company would be on a slippery slope which only ends in bankruptcy.",profits,hit,-0.733333333333,ground,negatively,,,
164809,starcon_noLinking,debate.org,"Not only does gun ownership discourage crime, it is also a factor in defense.",gun ownership,discourage,-1,crime,negatively,,,
1401521,starcon,debate.org,"No, the chicken layed the egg"" over and over again.",chicken,lay,0.4,egg,positively,2,y,
1466521,starcon,debate.org,"No, in fact one miracle is performed the person gaining salvation and if one never has salvation then no miracle was performed at all.",person,gain,0.333333333333,salvation,positively,1,n,
1451499,starcon,debate.org,Nike knows Tiger is the golf division.,nike,know,0.2,tiger,positively,-2,,
328567,starcon_noLinking,debate.org,Next we see that emotional attraction plays a bigger role in forming relationships than does physical attraction[2].,emotional attraction,play,0.266666666667,bigger role,positively,,,
221400,starcon_noLinking,debate.org,"Next Pro brings up the issue of guising our political aims under the mask of ""morality.""",next pro,bring,0.266666666667,"issue of guising our political aims under the mask of ""morality",positively,,,
298641,openie,debate.org,Need I point out the reasons they're trying so hard to pass Carbon Tax and Carbon Credit legislation?,reasons,try,0.2,hard,positively,-2,,
142526,starcon_noLinking,debate.org,"My opponent's second contention states that the practice of cloning could allow an improved medical system, though he provides no evidence to support ways in which the medical system could be improved through observing the results of cloning.",practice of cloning,allow,0.866666666667,improved medical system,positively,,,
1451965,starcon,debate.org,My opponent then falsely claims that humans make decisions based on a single stimulus.,humans,make,0.466666666667,decisions,positively,2,n,
285647,starcon_noLinking,debate.org,My opponent then addressed the tenants of Scientology by looking at the example of reincarnation.,my opponent,address,0.533333333333,tenants of scientology,positively,,,
134282,starcon_noLinking,debate.org,My opponent states inequality is getting worse.,my opponent,state,0.733333333333,inequality,positively,,,
23111,openie,debate.org,My opponent points out that the Supreme Court has ensured fairness in the death penalty.,supreme court,ensure,0.8,fairness,positively,2,n,
699938,starcon_noLinking,debate.org,My opponent left a very important part out of his scenarios: Bob could have saved the child's life.,bob,save,0.466666666667,child's life,positively,,,
529149,starcon_noLinking,debate.org,"My opponent is now making a claim that is at least relevant to the topic at hand, as he is attempting to show that the Church is CURRENTLY corrupt and indoctrinating.",my opponent,make,0.466666666667,"claim that is at least relevant to the topic at hand, as he is attempting to show that the church is currently corrupt and indoctrinating",positively,,,
1494196,starcon,debate.org,"My opponent has said in Round 2 that she believes ""that (one) can prove beyond a reasonable doubt that God condemns homosexual acts, and to a lesser degree, homosexuality in general"".",god,condemn,-0.733333333333,homosexual acts,negatively,2,y,
336699,starcon_noLinking,debate.org,My opponent has dropped both that war would strengthen the administration's control and how Iran would require soldiers on the ground to stop nuclear facilities.,war,strengthen,0.866666666667,administration's control and how iran would require soldiers on the ground to stop nuclear facilities,positively,,,
507013,starcon_noLinking,debate.org,"My opponent drops the ""hotline as an alternative"" argument and does not address some of my evidence on her law enforcement point.",my opponent,drop,-0.266666666667,"""hotline",negatively,,,
183549,starcon_noLinking,debate.org,My opponent continuously highlights this idea of improving our lives by improving the lives of animals.,my opponent,highlight,0.733333333333,this idea of improving our lives by improving the lives of animals,positively,,,
1464777,starcon,debate.org,"My opponent conceded that we should not force people to help, the only purpose of learning cpr has is when it's required to be done in order to help someone, but since pro conceded that we shouldn't force them to help other people the purpose of cpr is neglected.",order,help,0.933333333333,someone,positively,-2,,
1428581,starcon,debate.org,My opponent claims that IOS devices support widgets.,ios devices,support,0.933333333333,widgets,positively,2,y,
82305,starcon_noLinking,debate.org,"My opponent brings up ""north"" and ""north to.""",my opponent,bring,0.266666666667,north,positively,,,
620628,starcon_noLinking,debate.org,"My opponent brings out several examples of school violence, however fails to consider all the variables and provide a sensible course of action.",my opponent,bring,0.266666666667,several examples of school violence,positively,,,
1435643,starcon,debate.org,"My only sources that talked about recreational Marijuana, were the ones I used against Pros claim that Marijuana legalization decreases crime.",marijuana legalization,decrease,-0.333333333333,crime,negatively,2,y,
518374,starcon_noLinking,debate.org,My hypothetical proves that a just state can initiate a war and with just reasons for doing so.,just state,initiate,0.533333333333,war,positively,,,
222499,starcon_noLinking,debate.org,"My argument is a very simple, competition drives the free market.",competition,drive,0.466666666667,free market,positively,,,
882660,starcon,debate.org,My argument in this round would be that the benefits mentioned above outway the costs.,benefits,mention,0.2,costs,positively,1,y,!
104754,starcon_noLinking,debate.org,Mother kills baby,mother,kill,-1,baby,negatively,,,
228266,openie,debate.org,"Most shocking of all, Earth scientists warn that the trend is   getting worse!",trend,get,0.266666666667,worse,positively,-2,,
405085,openie,debate.org,Most of the drug lords are fighting with each other trying to get into America to sell their drugs.,other,try,0.2,get,positively,-2,,
121051,starcon_noLinking,debate.org,"More interestingly, it is   because they are cold-blooded   that their inability to survive cold conditions has arisen.",their inability,survive,-0.2,cold conditions,negatively,,,
13145160,starcon,simple_wikipedia,"Mitchum had also played Philip Marlowe three years earlier in the movie ""Farewell, My Lovely (1975 movie)"".",mitchum,play,0.266666666667,philip marlowe,positively,2,y,
1477243,starcon,debate.org,"Men produce sperm, women produce eggs... they don't equally produce sperm or equally produce eggs.",men,produce,0.6,sperm,positively,2,y,
76830,openie,Debatepedia,"May 27th, 2011: ""Another argument is that Posey and all catchers understand the risk when they sign up to play catcher.",catchers,understand,0.333333333333,risk,positively,-2,,
331325,starcon_noLinking,debate.org,"Marriage poses a significant benefit, and it is illogical to deny that benefit to same-sex couples, especially when -- with regards to their resolving issues between each other better than opposite-sex couples, and similar things -- they often reap the benefits of marriage *better* than opposite-sex couples.",marriage,pose,0.266666666667,significant benefit,positively,,,
